_RAJ2000;_DEJ2000;;_1;HD;RAJ2000;DEJ2000;Vmag;B-V;SpType
115.7004;-26.3511;999.0000;+99.0000; 62412;07 42 48.1;-26 21 04; 5.64; 0.99;  K1III
116.0308; +2.4050;999.0000;+99.0000; 62437;07 44 07.4;+02 24 18; 6.47; 0.20;  F0III:
116.3287;+28.0261;999.0000;+99.0000; 62509;07 45 18.9;+28 01 34; 1.14; 1.00;  K0IIIb
116.2887;+20.3164;999.0000;+99.0000; 62510;07 45 09.3;+20 18 59; 6.33; 0.00;  A1V
115.9129;-25.5039;999.0000;+99.0000; 62555;07 43 39.1;-25 30 14; 6.55; 0.06;  A3
115.8850;-28.4111;999.0000;+99.0000; 62576;07 43 32.4;-28 24 40; 4.59; 1.63;  K3Ib
115.8000;-36.0503;999.0000;+99.0000; 62578;07 43 12.0;-36 03 01; 5.60;-0.13;  B5V
115.7792;-38.8642;999.0000;+99.0000; 62595;07 43 07.0;-38 51 51; 6.89; 1.02;  G6/8III
115.9521;-28.9547;999.0000;+99.0000; 62623;07 43 48.5;-28 57 17; 3.96; 0.18;  A2Iabe
119.0721;+80.2656;999.0000;+99.0000; 62613;07 56 17.3;+80 15 56; 6.56; 0.73;  G8V
115.7383;-45.1733;999.0000;+99.0000; 62644;07 42 57.2;-45 10 24; 5.06; 0.78;  G6IV
116.6637;+37.5175;999.0000;+99.0000; 62647;07 46 39.3;+37 31 03; 5.18; 1.58;  M2IIIb
114.0175;-77.6342;999.0000;+99.0000; 62689;07 36 04.2;-77 38 03; 6.18; 1.73;  M0III
115.9287;-38.2019;999.0000;+99.0000; 62712;07 43 42.9;-38 12 07; 6.40;-0.16;  B9VpSi
115.9246;-40.9339;999.0000;+99.0000; 62713;07 43 41.9;-40 56 02; 5.17; 1.10;  K1III
116.5308;+18.5100;999.0000;+99.0000; 62721;07 46 07.4;+18 30 36; 4.88; 1.45;  K4III-IIIb
116.1417;-24.6739;999.0000;+99.0000; 62747;07 44 34.0;-24 40 26; 5.62;-0.19;  B1.5III
115.7787;-49.9928;999.0000;+99.0000; 62756;07 43 06.9;-49 59 34; 6.57; 0.07;  A2V
115.5425;-58.6308;999.0000;+99.0000; 62758;07 42 10.2;-58 37 51; 6.43;-0.10;  B2.5V
116.0400;-36.0628;999.0000;+99.0000; 62781;07 44 09.6;-36 03 46; 5.80; 0.31;  F2V
116.5675;+10.7683;999.0000;+99.0000; 62832;07 46 16.2;+10 46 06; 5.30; 0.01;  A1Vnn
116.3696;-14.6861;999.0000;+99.0000; 62863;07 45 28.7;-14 41 10; 6.89;     ;  A8V
116.3712;-14.6908;999.0000;+99.0000; 62864;07 45 29.1;-14 41 27; 6.07; 0.11;  A2V
116.1425;-37.9431;999.0000;+99.0000; 62893;07 44 34.2;-37 56 35; 5.88;-0.11;  B7V
115.7221;-58.2300;999.0000;+99.0000; 62897;07 42 53.3;-58 13 48; 6.21; 1.05;  K0III
116.8762;+33.4156;999.0000;+99.0000; 62898;07 47 30.3;+33 24 56; 5.14; 1.60;  M1IIIa
116.5092; -6.7725;999.0000;+99.0000; 62902;07 46 02.2;-06 46 21; 5.49; 1.38;  K5III
116.4871;-14.5639;999.0000;+99.0000; 62952;07 45 56.9;-14 33 50; 5.04; 0.33;  F0V
116.2692;-37.8878;999.0000;+99.0000; 62991;07 45 04.6;-37 53 16; 6.54;-0.10;  B3IV
116.3137;-37.9686;999.0000;+99.0000; 63032;07 45 15.3;-37 58 07; 3.61; 1.73;  K2.5Ib-II
116.3958;-34.1731;999.0000;+99.0000; 63077;07 45 35.0;-34 10 23; 5.37; 0.60;  G0V
116.6871;-12.6753;999.0000;+99.0000; 63112;07 46 44.9;-12 40 31; 6.39;-0.02;  A0V
116.3254;-43.7522;999.0000;+99.0000; 63118;07 45 18.1;-43 45 08; 6.03;-0.07;  B6IV
117.1400;+23.1411;999.0000;+99.0000; 63208;07 48 33.6;+23 08 28; 6.18;     ;  G2III+A4V
116.5433;-37.9339;999.0000;+99.0000; 63215;07 46 10.4;-37 56 02; 5.88;-0.11;  B7V
116.8021;-22.5197;999.0000;+99.0000; 63271;07 47 12.5;-22 31 11; 5.90;-0.19;  B2IV-V
115.4550;-72.6061;999.0000;+99.0000; 63295;07 41 49.2;-72 36 22; 3.95; 1.04;  K0III
116.6392;-40.0597;999.0000;+99.0000; 63308;07 46 33.4;-40 03 35; 6.57;-0.13;  B2V
116.9104;-15.9908;999.0000;+99.0000; 63302;07 47 38.5;-15 59 27; 6.34; 1.78;  K1Ia-Iab
116.9383;-16.0144;999.0000;+99.0000; 63323;07 47 45.2;-16 00 52; 6.43; 1.70;  M2II-III
117.7737;+54.1292;999.0000;+99.0000; 63332;07 51 05.7;+54 07 45; 6.02; 0.46;  F6V
116.9863;-12.1931;999.0000;+99.0000; 63336;07 47 56.7;-12 11 35; 5.48; 0.48; dF5
117.2583;+13.3708;999.0000;+99.0000; 63352;07 49 02.0;+13 22 15; 6.04; 1.38;  K0
116.3983;-56.7225;999.0000;+99.0000; 63382;07 45 35.6;-56 43 21; 6.12; 0.39;  F0II
116.7742;-39.3314;999.0000;+99.0000; 63401;07 47 05.8;-39 19 53; 6.31;-0.17;  B8III
117.2454; +4.3328;999.0000;+99.0000; 63435;07 48 58.9;+04 19 58; 6.53; 0.78;  G2III
117.0217;-25.9372;999.0000;+99.0000; 63462;07 48 05.2;-25 56 14; 4.50;-0.05;  B0V:pe:
116.8542;-38.5111;999.0000;+99.0000; 63465;07 47 25.0;-38 30 40; 5.08;-0.10;  B2.5III
116.1829;-66.0719;999.0000;+99.0000; 63513;07 44 43.9;-66 04 19; 6.38; 0.95;  G6-8III
116.8812;-46.6086;999.0000;+99.0000; 63578;07 47 31.5;-46 36 31; 5.23;-0.14;  B1.5IV
116.0542;-69.8214;999.0000;+99.0000; 63584;07 44 13.0;-69 49 17; 6.18;-0.06;  A0IV-V
118.1525;+55.2094;999.0000;+99.0000; 63586;07 52 36.6;+55 12 34; 6.38;     ;  A0Vn
117.7596;+33.2336;999.0000;+99.0000; 63589;07 51 02.3;+33 14 01; 6.03; 0.15;  A2Vm
117.0354;-40.6522;999.0000;+99.0000; 63640;07 48 08.5;-40 39 08; 6.14; 1.58;  M2III
117.3692;-13.3533;999.0000;+99.0000; 63655;07 49 28.6;-13 21 12; 6.23;-0.09;  B8III
117.2571;-24.9122;999.0000;+99.0000; 63660;07 49 01.7;-24 54 44; 5.33; 0.76;  G0III
117.4217;-17.2283;999.0000;+99.0000; 63697;07 49 41.2;-17 13 42; 5.18; 1.28;  K3III
117.3238;-24.8597;999.0000;+99.0000; 63700;07 49 17.7;-24 51 35; 3.34; 1.24;  G6Iab-Ib
117.0846;-47.0778;999.0000;+99.0000; 63744;07 48 20.3;-47 04 40; 4.71; 1.06;  K0III
117.5442; -9.1833;999.0000;+99.0000; 63752;07 50 10.6;-09 11 00; 5.61; 1.44;  K3III
117.4383;-20.2069;999.0000;+99.0000; 63754;07 49 45.2;-20 12 25; 6.56; 0.58;  G3V
117.3112;-35.2433;999.0000;+99.0000; 63786;07 49 14.7;-35 14 36; 5.93;-0.05;  B9V
117.6975; +3.2772;999.0000;+99.0000; 63799;07 50 47.4;+03 16 38; 6.18; 1.12;  K1III
117.5237;-19.5236;999.0000;+99.0000; 63822;07 50 05.7;-19 31 25; 6.12; 1.26;  K0
117.3975;-33.2889;999.0000;+99.0000; 63852;07 49 35.4;-33 17 20; 5.60; 1.61;  K5III
117.9862;+19.3253;999.0000;+99.0000; 63889;07 51 56.7;+19 19 31; 5.99; 1.13; gK1
117.7300;-11.1286;999.0000;+99.0000; 63894;07 50 55.2;-11 07 43; 6.16; 1.13;  K0
117.3096;-46.3733;999.0000;+99.0000; 63922;07 49 14.3;-46 22 24; 4.11;-0.18;  B0III
117.0800;-56.4711;999.0000;+99.0000; 63926;07 48 19.2;-56 28 16; 6.33; 1.01;  K0III+A1V
117.3675;-44.7519;999.0000;+99.0000; 63948;07 49 28.2;-44 45 07; 6.32; 0.96;  K0III
117.3037;-46.8578;999.0000;+99.0000; 63949;07 49 12.9;-46 51 28; 5.84;-0.14;  B1.5IV
117.9250; +1.7669;999.0000;+99.0000; 63975;07 51 42.0;+01 46 01; 5.14;-0.12;  B8II
117.7500;-24.5283;999.0000;+99.0000; 64042;07 51 00.0;-24 31 42; 6.45;-0.01;  A0
118.0300; +3.2772;999.0000;+99.0000; 64052;07 52 07.2;+03 16 38; 6.31; 1.59;  M4III
117.2779;-56.4106;999.0000;+99.0000; 64067;07 49 06.7;-56 24 38; 5.59; 1.13;  G5II
117.9204;-12.8194;999.0000;+99.0000; 64077;07 51 40.9;-12 49 10; 6.36; 0.39;  F2
117.9429;-13.8981;999.0000;+99.0000; 64096;07 51 46.3;-13 53 53; 5.17; 0.60;  G0V:
118.6221;+47.3861;999.0000;+99.0000; 64106;07 54 29.3;+47 23 10; 6.25; 1.15; gK2
118.6779;+47.5647;999.0000;+99.0000; 64144;07 54 42.7;+47 33 53; 5.45; 1.46; gK4
118.3742;+26.7658;999.0000;+99.0000; 64145;07 53 29.8;+26 45 57; 4.97; 0.09;  A3V
117.9287;-21.1739;999.0000;+99.0000; 64152;07 51 42.9;-21 10 26; 5.63; 0.96;  G8III
117.6767;-44.5797;999.0000;+99.0000; 64181;07 50 42.4;-44 34 47; 6.45; 0.90;  G6III
117.3037;-60.2836;999.0000;+99.0000; 64185;07 49 12.9;-60 17 01; 5.78; 0.42;  F1V
117.5996;-50.5097;999.0000;+99.0000; 64225;07 50 23.9;-50 30 35; 5.91; 1.09;  K2III
118.1996; -5.4281;999.0000;+99.0000; 64235;07 52 47.9;-05 25 41; 5.76; 0.41;  F5IV
118.0787;-14.8464;999.0000;+99.0000; 64238;07 52 18.9;-14 50 47; 5.69; 0.37;  F1Ia
117.8354;-43.0956;999.0000;+99.0000; 64287;07 51 20.5;-43 05 44; 6.32;-0.17;  B2IV-V
120.0488;+73.9181;999.0000;+99.0000; 64307;08 00 11.7;+73 55 05; 5.41; 1.42;  K3III
117.4783;-60.0511;999.0000;+99.0000; 64320;07 49 54.8;-60 03 04; 6.72; 1.24;  K0II
119.1117;+56.5044;999.0000;+99.0000; 64347;07 56 26.8;+56 30 16; 6.72;     ;  A2IV
117.9179;-42.8883;999.0000;+99.0000; 64365;07 51 40.3;-42 53 18; 6.04;-0.18;  B2IV
118.0654;-34.7053;999.0000;+99.0000; 64379;07 52 15.7;-34 42 19; 5.01; 0.44;  F5V
118.0542;-40.5758;999.0000;+99.0000; 64440;07 52 13.0;-40 34 33; 3.73; 1.04;  K1-2II+A0
117.4208;-66.1958;999.0000;+99.0000; 64484;07 49 41.0;-66 11 45; 5.79;-0.04;  B9V
121.1962;+79.4797;999.0000;+99.0000; 64486;08 04 47.1;+79 28 47; 5.42;-0.06;  A0pSi
118.9200;+35.4128;999.0000;+99.0000; 64491;07 55 40.8;+35 24 46; 6.23; 0.28;  A3IVp:
118.1612;-38.8631;999.0000;+99.0000; 64503;07 52 38.7;-38 51 47; 4.49;-0.19;  B2.5V
118.2646;-36.3639;999.0000;+99.0000; 64572;07 53 03.5;-36 21 50; 5.43; 1.16;  K0III
118.9162;+19.8839;999.0000;+99.0000; 64648;07 55 39.9;+19 53 02; 5.35;-0.04;  A0V s
118.8808; +8.8628;999.0000;+99.0000; 64685;07 55 31.4;+08 51 46; 5.86; 0.35;  F2IV
118.1238;-54.3672;999.0000;+99.0000; 64722;07 52 29.7;-54 22 02; 5.70;-0.15;  B1.5IV
118.2654;-49.6131;999.0000;+99.0000; 64740;07 53 03.7;-49 36 47; 4.63;-0.23;  B1.5Vp
118.3258;-48.1031;999.0000;+99.0000; 64760;07 53 18.2;-48 06 11; 4.24;-0.14;  B0.5Ib
118.5458;-35.8775;999.0000;+99.0000; 64802;07 54 11.0;-35 52 39; 5.49;-0.19;  B2V
118.6663;-34.8469;999.0000;+99.0000; 64876;07 54 39.9;-34 50 49; 6.15; 1.53;  K4III
119.0996; +4.4858;999.0000;+99.0000; 64938;07 56 23.9;+04 29 09; 6.17; 0.98;  G8III
119.5692;+43.9775;999.0000;+99.0000; 64958;07 58 16.6;+43 58 39; 6.34; 1.06;  K0
119.2475;+15.7903;999.0000;+99.0000; 64960;07 56 59.4;+15 47 25; 5.78; 1.28;  K3+III
118.8071;-30.9175;999.0000;+99.0000; 64974;07 55 13.7;-30 55 03; 6.44;     ;  K4III
119.3162; +8.6414;999.0000;+99.0000; 65066;07 57 15.9;+08 38 29; 6.05; 1.00;  K0III
119.3175; +1.1269;999.0000;+99.0000; 65123;07 57 16.2;+01 07 37; 6.35; 0.50;  F7V
119.0950;-30.2853;999.0000;+99.0000; 65183;07 56 22.8;-30 17 07; 6.33; 1.66;  M6III
118.7521;-52.5831;999.0000;+99.0000; 65189;07 55 00.5;-52 34 59; 6.38;-0.01;  B8III
118.9437;-43.8450;999.0000;+99.0000; 65211;07 55 46.5;-43 50 42; 6.02;-0.11;  B6V
119.2146;-22.8800;999.0000;+99.0000; 65228;07 56 51.5;-22 52 48; 4.20; 0.72;  F7II
119.5242; +7.2136;999.0000;+99.0000; 65241;07 58 05.8;+07 12 49; 6.41;-0.04;  A0V
119.6312;+16.5186;999.0000;+99.0000; 65257;07 58 31.5;+16 31 07; 5.99; 1.47;  K0
118.7217;-57.3031;999.0000;+99.0000; 65273;07 54 53.2;-57 18 11; 5.63; 1.30;  K3-4III
120.3362;+59.0475;999.0000;+99.0000; 65301;08 01 20.7;+59 02 51; 5.77; 0.39;d:F2
119.1012;-40.7364;999.0000;+99.0000; 65315;07 56 24.3;-40 44 11; 6.78;-0.18;  B2V
124.2242;+84.0578;999.0000;+99.0000; 65299;08 16 53.8;+84 03 28; 6.49; 0.03;  A3IV
120.4267;+60.3244;999.0000;+99.0000; 65339;08 01 42.4;+60 19 28; 6.01; 0.14;  A2pSrCrEu
119.5858; +2.2247;999.0000;+99.0000; 65345;07 58 20.6;+02 13 29; 5.29; 0.92;  K0III
119.2412;-42.4061;999.0000;+99.0000; 65442;07 56 57.9;-42 24 22; 6.09; 1.36;  K3III
120.6283;+63.0903;999.0000;+99.0000; 65448;08 02 30.8;+63 05 25; 6.40; 0.59;  G1III
119.4171;-30.3347;999.0000;+99.0000; 65456;07 57 40.1;-30 20 05; 4.79; 0.15;  A2V
119.2412;-43.5003;999.0000;+99.0000; 65460;07 56 57.9;-43 30 01; 5.35;-0.18;  B2.5V
119.8962;+13.2422;999.0000;+99.0000; 65522;07 59 35.1;+13 14 32; 6.02; 1.32;  K2
119.3267;-44.1097;999.0000;+99.0000; 65551;07 57 18.4;-44 06 35; 5.09;-0.17;  B2.5IV
119.1946;-52.9822;999.0000;+99.0000; 65575;07 56 46.7;-52 58 56; 3.47;-0.18;  B3IVp
119.3333;-47.8903;999.0000;+99.0000; 65598;07 57 20.0;-47 53 25; 6.22;-0.10;  B5V
120.6492;+57.2736;999.0000;+99.0000; 65626;08 02 35.8;+57 16 25; 6.49; 0.62;  F8V
119.0775;-60.5264;999.0000;+99.0000; 65662;07 56 18.6;-60 31 35; 5.74; 1.55;  K3III
119.4658;-45.5778;999.0000;+99.0000; 65685;07 57 51.8;-45 34 40; 5.17; 1.27;  K2III
119.9338; -3.6797;999.0000;+99.0000; 65695;07 59 44.1;-03 40 47; 4.93; 1.21;  K2III
119.7737;-23.3106;999.0000;+99.0000; 65699;07 59 05.7;-23 18 38; 5.11; 1.12; cK2
120.2329;+25.3928;999.0000;+99.0000; 65714;08 00 55.9;+25 23 34; 5.83; 1.02; gG8
120.2000;+19.8161;999.0000;+99.0000; 65735;08 00 48.0;+19 48 58; 6.25; 1.11;  K1III
119.2112;-59.1264;999.0000;+99.0000; 65750;07 56 50.7;-59 07 35; 6.25; 2.08;  M0III
120.2529;+23.5831;999.0000;+99.0000; 65757;08 01 00.7;+23 34 59; 6.34;     ;  K1III-IV
120.1971;+17.3086;999.0000;+99.0000; 65759;08 00 47.3;+17 18 31; 5.55; 1.32; gK3
119.5600;-49.2450;999.0000;+99.0000; 65818;07 58 14.4;-49 14 42; 4.41;-0.17;  B1Vp+B3IV:
120.4796;+35.4131;999.0000;+99.0000; 65801;08 01 55.1;+35 24 47; 6.34; 1.56;  K0
119.9667;-18.3992;999.0000;+99.0000; 65810;07 59 52.0;-18 23 57; 4.61; 0.08;  A2Vn
120.4325;+25.0897;999.0000;+99.0000; 65856;08 01 43.8;+25 05 23; 6.31; 0.01;  A1V
119.5892;-51.4486;999.0000;+99.0000; 65867;07 58 21.4;-51 26 55; 6.44; 0.25;  A8-9IV
120.3762;+16.4553;999.0000;+99.0000; 65873;08 01 30.3;+16 27 19; 5.99;-0.02;  B9.5Vn
120.1838; -2.8817;999.0000;+99.0000; 65875;08 00 44.1;-02 52 54; 6.51;-0.07;  B2.5Ve
120.3075; +4.8797;999.0000;+99.0000; 65900;08 01 13.8;+04 52 47; 5.65; 0.00;  A1V
119.7575;-45.2161;999.0000;+99.0000; 65904;07 59 01.8;-45 12 58; 5.99;-0.14;  B4V
119.4454;-60.3033;999.0000;+99.0000; 65907;07 57 46.9;-60 18 12; 5.60; 0.57;  G0V
119.3021;-63.2969;999.0000;+99.0000; 65908;07 57 12.5;-63 17 49; 6.14;-0.10;  B8V
119.8683;-39.2972;999.0000;+99.0000; 65925;07 59 28.4;-39 17 50; 5.24; 0.39;  F5III
120.3054; -1.3925;999.0000;+99.0000; 65953;08 01 13.3;-01 23 33; 4.68; 1.49;  K4III
119.8012;-49.9767;999.0000;+99.0000; 66005;07 59 12.3;-49 58 36; 6.32;     ;  B2IV-V
119.8058;-49.9736;999.0000;+99.0000; 66006;07 59 13.4;-49 58 25; 6.34;     ;  B2IV-V
120.4612; +8.9139;999.0000;+99.0000; 66011;08 01 50.7;+08 54 50; 6.22; 0.57;  G0IV
120.5662; +2.3344;999.0000;+99.0000; 66141;08 02 15.9;+02 20 04; 4.39; 1.25;  K2III
120.0817;-45.4569;999.0000;+99.0000; 66190;08 00 19.6;-45 27 25; 6.61; 1.27;  K1Ib-II
119.7104;-60.8244;999.0000;+99.0000; 66194;07 58 50.5;-60 49 28; 5.81;-0.09;  B2IVpne
120.0621;-48.9814;999.0000;+99.0000; 66210;08 00 14.9;-48 58 53; 6.02; 0.04;  A2V
120.8796;+27.7942;999.0000;+99.0000; 66216;08 03 31.1;+27 47 39; 4.94; 1.12;  K1.5III
120.6083; -6.3372;999.0000;+99.0000; 66242;08 02 26.0;-06 20 14; 6.33; 0.62;  G0III
120.1204;-48.8714;999.0000;+99.0000; 66255;08 00 28.9;-48 52 17; 6.12;-0.11;  A0pSi
119.9175;-60.2075;999.0000;+99.0000; 66341;07 59 40.2;-60 12 27; 6.33;-0.06;  B5III
119.9067;-60.5869;999.0000;+99.0000; 66342;07 59 37.6;-60 35 13; 5.17; 1.74;  M1.5IIa
120.4058;-37.2836;999.0000;+99.0000; 66358;08 01 37.4;-37 17 01; 5.95; 0.14;  A3IV
120.5258;-37.0506;999.0000;+99.0000; 66435;08 02 06.2;-37 03 02; 6.34; 1.62;  M1III
120.2079;-54.1514;999.0000;+99.0000; 66441;08 00 49.9;-54 09 05; 5.87;-0.14;  B5Vn
120.3454;-54.5150;999.0000;+99.0000; 66546;08 01 22.9;-54 30 54; 6.10;-0.04;  B2IV-V
121.1883;+18.8422;999.0000;+99.0000; 66552;08 04 45.2;+18 50 32; 6.15;-0.05;  B9V
120.0833;-63.5675;999.0000;+99.0000; 66591;08 00 20.0;-63 34 03; 4.82;-0.17;  B3V
120.7671;-32.4639;999.0000;+99.0000; 66598;08 03 04.1;-32 27 50; 5.82; 1.22;  K2-3III
120.3812;-55.4550;999.0000;+99.0000; 66607;08 01 31.5;-55 27 18; 6.28;-0.15;  B4V
120.6867;-41.3100;999.0000;+99.0000; 66624;08 02 44.8;-41 18 36; 5.52;-0.15;  B9pSi
121.2688;+13.1181;999.0000;+99.0000; 66664;08 05 04.5;+13 07 05; 5.12; 0.01;  A1V
121.4042;+27.5297;999.0000;+99.0000; 66684;08 05 37.0;+27 31 47; 6.21; 0.01;  A0V
120.8962;-40.0033;999.0000;+99.0000; 66811;08 03 35.1;-40 00 12; 2.25;-0.26;  O5f
120.8729;-42.9486;999.0000;+99.0000; 66812;08 03 29.5;-42 56 55; 6.29; 1.01;  G8II
121.7912;+43.2603;999.0000;+99.0000; 66824;08 07 09.9;+43 15 37; 6.26;-0.02;  A1V
121.1729;-19.7281;999.0000;+99.0000; 66834;08 04 41.5;-19 43 41; 6.13;-0.16;  B3III
121.5767;+22.6356;999.0000;+99.0000; 66875;08 06 18.4;+22 38 08; 5.99; 1.66;  M3III
121.0675;-32.6750;999.0000;+99.0000; 66888;08 04 16.2;-32 40 30; 5.31; 1.91;  M1Ib
119.8171;-73.2447;999.0000;+99.0000; 66920;07 59 16.1;-73 14 41; 6.34; 0.14;  A3III
121.4567; -0.5736;999.0000;+99.0000; 66950;08 05 49.6;-00 34 25; 6.41; 1.05;  K0
122.1142;+51.5067;999.0000;+99.0000; 67006;08 08 27.4;+51 30 24; 4.84; 0.05;  A2V
121.6146; -9.2450;999.0000;+99.0000; 67159;08 06 27.5;-09 14 42; 6.23;-0.07;  B9V
122.5158;+58.2481;999.0000;+99.0000; 67224;08 10 03.8;+58 14 53; 5.93; 1.39; gK4
121.9408;+21.5817;999.0000;+99.0000; 67228;08 07 45.8;+21 34 54; 5.30; 0.63;  G1IVb
121.4371;-33.5692;999.0000;+99.0000; 67243;08 05 44.9;-33 34 09; 6.14; 1.11;  G1Ib
121.1767;-50.5906;999.0000;+99.0000; 67249;08 04 42.4;-50 35 26; 5.95; 1.21;  G5II
121.3350;-46.9789;999.0000;+99.0000; 67341;08 05 20.4;-46 58 44; 6.19;-0.15;  B3Vnp
121.2667;-53.1081;999.0000;+99.0000; 67364;08 05 04.0;-53 06 29; 5.53; 1.34;  K3-4III
122.3462;+42.4306;999.0000;+99.0000; 67370;08 09 23.1;+42 25 50; 6.27; 1.27; gK3
123.2033;+68.4742;999.0000;+99.0000; 67447;08 12 48.8;+68 28 27; 5.32; 1.04;  G7+II
121.8250;-20.5547;999.0000;+99.0000; 67456;08 07 18.0;-20 33 17; 5.38; 0.10;  A5II
122.1767;+13.6408;999.0000;+99.0000; 67483;08 08 42.4;+13 38 27; 6.27; 0.43;  F3V
121.8858;-24.3042;999.0000;+99.0000; 67523;08 07 32.6;-24 18 15; 2.81; 0.43;  F6IIpDel Del
121.1787;-62.8361;999.0000;+99.0000; 67536;08 04 42.9;-62 50 10; 6.30;-0.10;  B2.5Vn
121.6683;-45.2664;999.0000;+99.0000; 67582;08 06 40.4;-45 15 59; 5.05; 1.50;  K3III
122.1483; -2.9839;999.0000;+99.0000; 67594;08 08 35.6;-02 59 02; 4.34; 0.97;  G2Ib
122.2371;-11.3397;999.0000;+99.0000; 67725;08 08 56.9;-11 20 23; 6.32; 0.01;  A0Vn
122.1812;-20.3631;999.0000;+99.0000; 67751;08 08 43.5;-20 21 47; 6.36; 0.16;  A7IV
122.6133;+25.5072;999.0000;+99.0000; 67767;08 10 27.2;+25 30 26; 5.73; 0.81;  G7V
122.2567;-19.2450;999.0000;+99.0000; 67797;08 09 01.6;-19 14 42; 4.40;-0.15;  B5IV
122.8400;+38.7314;999.0000;+99.0000; 67827;08 11 21.6;+38 43 53; 6.58; 0.59;  G0
122.3687;-16.2489;999.0000;+99.0000; 67880;08 09 28.5;-16 14 56; 5.68;-0.17;  B2.5V
122.1567;-37.6814;999.0000;+99.0000; 67888;08 08 37.6;-37 40 53; 6.37;-0.04;  B4V
122.2779;-30.3225;999.0000;+99.0000; 67921;08 09 06.7;-30 19 21; 6.65; 1.40;  K5III
126.1371;+82.4308;999.0000;+99.0000; 67934;08 24 32.9;+82 25 51; 6.32; 0.01;  A2Vn
122.7450;+14.6294;999.0000;+99.0000; 67959;08 10 58.8;+14 37 46; 6.23; 0.02;  A1V
122.2925;-35.4550;999.0000;+99.0000; 67977;08 09 10.2;-35 27 18; 6.20; 0.89;  G8III
123.4592;+56.4522;999.0000;+99.0000; 68077;08 13 50.2;+56 27 08; 5.85; 1.01;  G9III
122.8192; +9.8211;999.0000;+99.0000; 68099;08 11 16.6;+09 49 16; 6.07;-0.10;  B6III
122.6658;-13.7992;999.0000;+99.0000; 68146;08 10 39.8;-13 47 57; 5.54; 0.49;  F6V
122.2900;-48.6844;999.0000;+99.0000; 68161;08 09 09.6;-48 41 04; 5.70;-0.12;  B8Ib-II
122.3996;-44.1228;999.0000;+99.0000; 68217;08 09 35.9;-44 07 22; 5.21;-0.19;  B2IV-V
122.4487;-42.6406;999.0000;+99.0000; 68242;08 09 47.7;-42 38 26; 6.26;-0.04;  B7V
122.3721;-47.3458;999.0000;+99.0000; 68243;08 09 29.3;-47 20 45; 4.27;-0.23;  B1IV
122.3833;-47.3367;999.0000;+99.0000; 68273;08 09 32.0;-47 20 12; 1.78;-0.22;  WC8+O9I
123.0529;+17.6478;999.0000;+99.0000; 68257;08 12 12.7;+17 38 52; 5.63; 0.54;  F8V
123.0529;+17.6478;999.0000;+99.0000; 68256;08 12 12.7;+17 38 52; 6.02; 0.54;  F9V
123.0554;+17.6478;999.0000;+99.0000; 68255;08 12 13.3;+17 38 52; 6.20; 0.60;  G5V
122.8179;-12.9269;999.0000;+99.0000; 68290;08 11 16.3;-12 55 37; 4.72; 0.95;  G9III-IIIb
122.8875; -7.7725;999.0000;+99.0000; 68312;08 11 33.0;-07 46 21; 5.36; 0.89;  G6III
122.4300;-47.9375;999.0000;+99.0000; 68324;08 09 43.2;-47 56 15; 5.23;-0.21;  B1IVe
123.0921;+14.0039;999.0000;+99.0000; 68332;08 12 22.1;+14 00 14; 6.54;     ;  A7III
123.2871;+29.6567;999.0000;+99.0000; 68351;08 13 08.9;+29 39 24; 5.64;-0.07;  B9pSiCr
124.8842;+75.7569;999.0000;+99.0000; 68375;08 19 32.2;+75 45 25; 5.54; 0.90;  G8III
122.1021;-63.8011;999.0000;+99.0000; 68423;08 08 24.5;-63 48 04; 6.28;-0.06;  B6Ve
122.3900;-56.0856;999.0000;+99.0000; 68434;08 09 33.6;-56 05 08; 5.66; 0.21;  A3m
122.7567;-37.2922;999.0000;+99.0000; 68450;08 11 01.6;-37 17 32; 6.44;-0.01;  O9.5II
122.2529;-61.3025;999.0000;+99.0000; 68456;08 09 00.7;-61 18 09; 4.76; 0.43;  F5V
123.9604;+60.3806;999.0000;+99.0000; 68457;08 15 50.5;+60 22 50; 6.45; 0.20;  A7Vm
123.2492;+16.5142;999.0000;+99.0000; 68461;08 12 59.8;+16 30 51; 6.01; 0.89;  G8III
121.9825;-68.6172;999.0000;+99.0000; 68520;08 07 55.8;-68 37 02; 4.35;-0.11;  B6IV
123.4237;+23.1378;999.0000;+99.0000; 68543;08 13 41.7;+23 08 16; 6.56; 0.11;  A4IVn
122.8396;-39.6186;999.0000;+99.0000; 68553;08 11 21.5;-39 37 07; 4.45; 1.62;  K3Ib
122.8579;-42.9872;999.0000;+99.0000; 68601;08 11 25.9;-42 59 14; 4.75; 0.18;  A5Ib
122.7963;-48.4619;999.0000;+99.0000; 68657;08 11 11.1;-48 27 43; 5.82;-0.15;  B3V
123.5463;+17.6758;999.0000;+99.0000; 68703;08 14 11.1;+17 40 33; 6.47; 0.30;  A0VnDel Del
123.3333;-15.7883;999.0000;+99.0000; 68752;08 13 20.0;-15 47 18; 4.99; 1.07;  G5II
123.1917;-29.9108;999.0000;+99.0000; 68758;08 12 46.0;-29 54 39; 6.52; 0.06;  A1V
123.5875;+13.0483;999.0000;+99.0000; 68776;08 14 21.0;+13 02 54; 6.38;     ;  G8III
123.0000;-46.6442;999.0000;+99.0000; 68808;08 12 00.0;-46 38 39; 5.76; 0.59;  F7Ib-II
